TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.255419501,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.278639456,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.301859410,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.325079365,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.348299320,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.371519274,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.394739229,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.417959184,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.441179138,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.464399093,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.487619048,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.510839002,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.534058957,-749.679,-22.3067,1.72801,-4.13837,-0.993925,0.15696,-3.68081,2.07388,0.934112,3.32993,-1.7365,-3.61806,0.963736,2.77562,-2.12488,-0.870776,2.4898,0.102515,-2.75439,1.35872,1.64712
0.557278912,-214.807,29.4964,-32.6026,35.0289,-5.79036,14.6922,-15.6308,17.1265,-10.0744,3.43854,-4.29627,2.45229,-2.03037,-3.70093,-1.20295,-5.69448,1.93397,-5.52934,1.12129,-6.60702,1.44975
0.580498866,-214.897,15.7833,-27.5289,36.435,-10.8519,24.4881,-16.3768,15.4977,-12.9093,3.92491,-3.59504,3.17968,-4.73538,-5.9121,-0.550756,-7.29054,-2.06433,-7.94095,2.01228,-6.39123,-0.431237
0.603718821,-233.291,10.4655,-26.6757,37.4277,-6.59561,23.7623,-17.0154,18.5576,-11.1108,4.33514,-2.90833,0.293835,-2.41275,-4.12269,-1.59349,-4.95089,-0.0160457,-7.94078,0.431444,-8.63712,1.28737
0.626938776,-268.381,1.71753,-22.1396,29.4643,-5.31606,16.0172,-15.4324,10.5087,-12.6756,1.87705,-6.59159,1.07111,-5.57771,-1.16563,-2.38594,-3.3827,-3.60322,-6.59285,-2.88569,-5.01874,-0.16101
0.650158730,-276.599,1.70285,-21.1402,24.5439,-0.68512,12.298,-9.03131,12.4083,-6.75717,3.33919,-4.01132,2.74312,-5.62017,-1.04369,-4.06863,-0.960652,-3.36826,-2.75971,-5.09753,-0.972634,-1.94303
0.673378685,-277.99,6.28098,-21.4731,25.0648,-4.04133,10.5105,-11.0959,12.0315,-6.84188,-0.801866,-5.26834,-0.396201,-5.19954,-1.49935,-3.49302,-2.21586,-4.89199,-4.23872,-5.31608,-1.49238,-3.64361
0.696598639,-285.123,11.9783,-27.7412,26.4736,-4.80638,15.139,-10.2245,11.9843,-5.33281,1.85273,-1.40949,-1.72709,-5.25371,-4.61012,-2.15736,-6.2235,-3.96871,-5.49549,-2.52069,-3.82913,-0.663139
0.719818594,-201.188,21.3898,-32.5782,36.5458,-12.4059,15.5086,-16.4282,14.7304,-11.3921,2.73603,-2.38921,3.90296,-4.0605,-0.711467,-1.60116,-5.79655,0.182236,-5.55741,0.954651,-6.59209,1.50248
0.743038549,-224.568,11.8724,-21.1787,36.2957,-8.81715,20.3262,-16.8943,14.8409,-11.1248,0.829787,-7.05997,4.68787,-5.7655,-4.07171,-2.68304,-2.35136,-1.75938,-3.87115,-2.11535,-5.98561,1.22464
0.766258503,-243.122,5.84417,-21.2742,31.2136,-4.24432,19.4128,-13.7063,12.5524,-13.35,1.64767,-7.95214,3.33888,-4.07491,4.47834,-2.47779,-0.206731,-5.65476,-2.67081,-3.62531,-4.68437,-0.402049
0.789478458,-272.776,-1.82949,-23.0344,27.9198,-2.69366,17.6601,-9.26156,16.8955,-8.83291,3.97382,-7.29191,2.90709,-8.00655,0.552077,-5.15267,-5.52314,-8.10394,-4.41057,-3.16912,-4.61787,-0.509711
0.812698413,-281.364,3.21649,-23.5777,25.5335,-2.93727,11.7007,-10.2105,13.762,-9.48369,2.55642,-5.89851,1.48978,-6.01886,1.10335,-1.62311,-0.270394,-2.95746,-0.883588,-2.84829,-3.10563,0.717804
0.835918367,-283.875,1.93403,-23.3244,23.1925,-1.63243,11.1556,-9.05332,11.6,-5.33128,0.486328,-3.91052,1.39703,-4.99255,-1.15505,-3.87112,-2.40586,-1.90638,1.07553,-1.82126,-0.373909,-0.331455
0.859138322,-287.115,4.57752,-21.9124,23.561,-0.87326,11.9389,-10.6976,10.91,-6.96426,-2.37189,-6.54055,0.0279991,-8.09571,-3.10856,-8.2696,-3.38191,-5.31606,-1.38784,-2.87419,-1.43484,-0.632272
0.882358277,-285.973,3.0711,-19.3429,23.069,2.05099,6.38922,-8.61842,10.0869,-5.56144,-0.938645,-3.83912,1.32056,-5.60033,0.896541,-4.628,3.39621,-1.11898,2.87111,-4.43073,-1.1556,-5.18959
0.905578231,-236.742,13.5093,2.81703,25.0172,4.62069,14.3347,-2.6729,13.0852,-4.27659,7.04119,-5.73055,5.72429,-6.19447,5.25732,-3.93954,2.70447,-6.82855,3.7863,-2.91783,2.73885,-6.85864
0.928798186,-257.911,1.20552,1.43359,26.7487,11.5172,19.586,1.64084,15.2174,-0.134954,7.37572,-1.04245,9.7105,-1.96077,6.33387,-4.29355,4.56201,-4.67018,6.71903,-1.28344,3.93901,-4.94483
0.952018141,-272.212,-6.27665,-4.46714,27.463,8.41192,12.7132,-2.74734,14.5201,0.193344,8.07922,0.299544,9.40358,-3.25751,8.87868,-0.00901111,7.3179,-2.87354,5.67022,-4.13616,4.78701,-3.21996
0.975238095,-282.8,-3.18262,-5.14505,20.9256,6.6123,12.8375,-4.27992,14.41,-3.97141,5.56186,-4.27514,5.1027,-6.51701,4.40914,-2.97459,4.56307,-4.86569,4.82336,-0.822768,3.87559,-3.09125
0.998458050,-291.256,-1.57117,-9.12056,21.1601,2.81543,11.0654,-4.38327,10.5115,-5.20382,2.86358,-4.04426,4.97849,-5.45758,0.320358,-5.77763,1.63798,-5.71624,4.07054,-3.22754,1.69991,-4.70913
1.021678005,-306.432,-4.87994,-13.0926,20.2864,8.77813,12.9304,-3.23828,12.1834,-3.27803,3.07749,-4.54574,3.90006,-5.56942,3.05777,-2.77478,1.44192,-4.62896,6.09643,-1.99323,2.27117,-2.74115
1.044897959,-308.606,1.24708,-14.6682,18.6814,4.7884,10.8845,-4.21932,9.52956,-5.1759,1.84244,-2.38885,3.03872,-3.13646,4.05366,-2.0992,2.09841,-4.99945,1.26423,-2.77859,0.491991,-1.92982
1.068117914,-253.266,22.4021,0.625001,18.2408,0.924142,11.3936,-3.9749,11.4557,-3.01984,2.32391,-5.49269,3.72883,-3.30332,1.10994,-3.72421,-0.526356,-3.03804,2.64716,-2.15377,0.0686936,-4.24807
1.091337868,-275.778,17.9461,3.49527,25.088,7.29614,14.6936,1.4057,17.0384,1.01372,7.53077,-1.5541,8.13676,-0.846775,5.66525,-0.987116,2.07219,-1.85059,3.37333,-2.39708,3.37208,-2.55337
1.114557823,-300.308,9.87756,1.12846,30.003,14.2629,19.9922,2.51214,18.2536,0.388333,5.23403,0.393217,8.86463,-3.60392,3.84437,-0.585766,2.85809,-1.40325,3.51119,-0.128121,1.53341,-2.6636
1.137777778,-317.22,5.67327,-5.37883,25.4218,9.18991,12.0219,1.3182,16.735,1.02837,5.38803,0.574954,8.43271,-3.0022,3.73084,-2.3384,3.41455,-2.73332,4.72292,0.0025324,1.86929,-3.60284
1.160997732,-332.038,3.64555,-10.3896,24.1269,9.98511,12.6362,0.132646,13.475,-2.808,2.83373,-0.2239,5.70572,-3.66248,6.49488,2.89586,5.68435,-0.745686,3.42428,-2.96464,1.26525,-1.88773
1.184217687,-338.825,5.1109,-13.3451,19.8681,5.09703,11.5998,-2.68683,10.9729,-2.807,3.42383,0.936699,6.06097,-0.729783,6.30926,1.87297,0.665768,2.30748,4.07684,0.921475,1.12339,-1.75665
1.207437642,-339.805,8.54367,-13.7146,24.281,5.39327,12.3364,-3.8422,15.0957,-1.20346,4.92119,-2.20238,1.21254,-5.40642,-0.189266,-1.69759,-0.908012,-1.89577,0.0529222,0.53452,1.82477,1.72108
1.230657596,-177.492,17.9058,-23.0093,29.2977,-10.5207,15.723,-16.9388,13.2155,-15.4834,8.07127,-6.81129,8.14736,-11.9697,0.175587,-6.04512,0.000601869,-3.45192,-3.19286,-4.20077,-1.3122,0.770546
1.253877551,-188.303,5.39487,-21.6106,32.1778,-8.28298,23.1903,-18.1878,14.5012,-16.0785,7.91325,-11.9662,3.62787,-10.3309,1.41362,-6.30336,0.564732,-3.1351,-3.7524,-3.55995,-4.7987,-0.763795
1.277097506,-207.771,-3.03256,-17.5539,30.2162,-4.72088,19.6942,-12.2914,14.2253,-12.3678,7.25427,-7.18728,7.42492,-9.09934,2.78351,-8.81585,0.914102,-7.04907,-1.6947,-4.75502,-1.28973,-1.81382
1.300317460,-241.727,-6.33201,-14.0842,25.6331,-1.52364,13.7568,-9.9522,12.4692,-11.606,4.87403,-7.43148,6.45522,-9.33015,2.66956,-5.52352,2.37175,-5.5101,1.85829,-5.20814,0.850162,-4.71922
1.323537415,-264.242,-0.333771,-18.8363,22.7365,-2.96751,14.0587,-14.3626,13.1379,-8.31132,8.02097,-6.53069,3.94222,-10.3401,1.06883,-5.74122,0.2451,-5.52074,-2.07681,-5.70308,-2.07375,-1.72815
1.346757370,-273.291,3.76071,-21.9903,22.2785,-5.12998,16.1745,-12.5371,12.3315,-9.54149,5.17801,-3.4761,4.52656,-4.88729,1.21111,-4.51955,-0.376149,-1.51578,-2.41511,-2.95272,-1.7897,-0.280679
1.369977324,-266.426,4.84534,-19.3488,23.0771,-0.555017,14.4126,-11.4292,9.19715,-7.1442,3.80883,-3.73643,2.57688,-8.64223,-5.28891,-8.94432,-1.52249,-4.60682,-4.34855,-5.73529,-0.946077,-2.25331
1.393197279,-268.078,3.58548,-19.1809,25.613,0.249099,16.622,-9.58575,13.6079,-7.4698,5.65757,-8.75517,3.87531,-6.75307,-0.323626,-3.53458,-1.14497,-2.88205,-1.57221,-2.7372,-1.74756,-2.41427
1.416417234,-272.253,7.51075,-18.1029,27.7011,-1.5702,16.4653,-12.293,12.2808,-10.5817,5.70482,-6.76896,3.80563,-4.75697,-0.34147,-4.85199,0.0560942,-1.48658,-0.540768,-1.49722,-4.04316,1.64304
1.439637188,-283.761,4.07457,-19.0527,26.973,-3.47439,18.6549,-11.1547,13.5197,-7.41493,7.99855,-4.01784,4.14793,-8.3037,-5.96548,-6.07254,-0.827363,-1.85567,-4.25412,-0.693963,-4.48305,-1.61499
1.462857143,-287.28,6.25571,-20.6036,25.7681,-1.67706,14.6229,-13.5109,9.43825,-9.11388,3.14897,-4.30541,4.23105,-7.98817,-2.02454,-5.19669,-1.79152,-3.22103,-3.24621,-4.2157,-4.66346,0.405664
1.486077098,-297.389,1.41676,-25.1203,19.6087,-8.7334,13.4097,-13.1158,9.33707,-10.2512,2.74194,-6.22298,1.96424,-6.59272,-0.480494,-3.72856,-0.556669,-0.922043,-2.68244,-1.48354,-2.02131,1.63504
1.509297052,-309.785,6.96694,-19.0121,25.1297,-3.42612,14.0849,-10.5364,10.0484,-7.79836,2.77629,-4.98881,-0.155394,-8.23898,-1.99418,-0.588297,1.05402,1.48543,-3.10583,0.396174,-3.43795,1.4821
1.532517007,-306.186,12.2876,-22.2683,25.0141,-3.26491,17.0317,-7.33613,10.709,-5.45637,4.14179,-3.55848,0.485598,-4.94527,-6.10386,-2.8835,-4.19669,0.3072,-4.06151,-2.16217,-3.9613,1.77319
1.555736961,-310.427,1.51285,-14.9756,21.9212,2.53873,10.365,-7.22615,8.61852,-2.15896,4.85581,-3.84429,-1.62004,-7.01002,-2.49008,-5.63399,-1.0019,-4.06031,-0.165329,-4.54351,-0.139057,-0.693181
1.578956916,-280.633,-17.1341,-7.10329,17.8189,-1.49811,13.4507,-4.88328,10.2274,-6.86675,1.95732,-7.97239,4.48773,-4.91317,-0.747102,-5.88745,2.1397,-5.11622,3.58963,-5.82738,1.21933,-3.76109
1.602176871,-244.201,16.832,7.06633,23.417,1.46661,13.6534,-4.51034,13.3122,-0.564478,6.6095,-6.47444,4.70809,-3.43918,4.61406,-4.804,2.00304,-5.15329,3.61768,-3.51929,2.18347,-5.96604
1.625396825,-276.564,-0.55187,4.77032,28.8138,11.1703,18.9316,1.79716,15.8984,1.09016,13.2474,1.97528,7.95462,-4.80574,5.53672,-2.24295,6.89817,-2.15179,4.878,-5.18527,4.09594,-0.471578
1.648616780,-290.471,0.474874,-0.456443,26.838,6.70342,21.3073,-1.00815,14.7639,-0.875274,13.1976,1.74866,6.6119,-4.26248,3.91607,-0.684996,5.54025,0.833483,5.31977,-1.75959,0.201113,-2.79067
1.671836735,-309.658,-1.28011,-9.33919,24.5224,1.77818,17.0962,-6.45489,10.4298,-7.66075,5.57944,-2.90783,6.58867,-1.85936,3.00132,-0.183747,4.90707,1.67732,2.76474,0.077628,2.29624,1.32494
1.695056689,-319.246,0.510402,-14.3432,22.4298,-2.31455,14.3881,-9.2273,11.9646,-5.7636,5.31895,-5.44003,3.93309,-6.49441,0.292865,-2.04851,3.13802,1.71051,0.187914,-1.65025,-1.72478,0.97621
1.718276644,-323.662,-1.97441,-12.7965,16.9019,1.47139,11.92,-3.65678,10.2929,-1.79926,3.06545,-4.49693,3.05401,-5.211,1.46736,-3.85095,0.781108,-3.32561,-0.371707,-4.69885,1.21269,-2.1157
1.741496599,-295.83,-19.9287,-7.76823,19.7609,0.887486,14.0873,1.57088,12.3307,-3.20864,5.54299,-3.27521,5.47359,-3.86455,2.23247,-6.19201,2.38358,-4.67769,2.64084,-2.86071,4.60651,-3.59676
1.764716553,-246.071,25.4473,2.41799,19.8918,-2.53059,13.0422,-3.13249,13.9341,-3.47795,4.00237,-5.26345,4.67456,-4.61328,3.52935,-5.59585,1.65239,-4.22197,3.08601,-3.56883,0.462049,-4.0548
1.787936508,-281.983,22.7046,7.10355,26.1149,6.64654,19.4046,2.62174,14.4538,1.29905,5.9474,-5.16564,4.0594,-0.29937,5.33401,-1.88834,3.20652,-1.79935,2.47966,-0.482905,2.27753,-1.09674
1.811156463,-318.781,15.2873,-3.29695,29.1903,7.66287,20.4009,2.07408,16.0934,0.426108,6.70725,-1.96522,6.65432,1.09564,2.69081,-0.849352,-0.234299,1.37691,0.430485,1.36176,-0.109579,0.696184
1.834376417,-333.489,12.6977,-9.25093,26.1081,2.0025,17.7069,-4.58029,13.368,-1.20311,9.37292,1.69235,5.46047,-0.108059,3.0961,3.32389,2.88315,5.56764,2.03736,3.27715,0.599291,3.94055
1.857596372,-340.346,13.9088,-10.8235,23.7251,1.15114,16.2526,-1.55042,15.6838,0.051881,9.38213,0.612665,4.15877,-1.00991,-1.59211,-0.496095,0.86155,2.54022,-0.951442,0.268344,-1.60802,1.6453
1.880816327,-343.783,11.0827,-11.9658,23.7027,-0.654762,14.7019,-4.82645,11.3061,-3.82996,3.51822,-1.14136,2.41358,-0.388725,-1.4976,1.68068,0.329897,2.89454,0.847053,1.44644,-1.59788,0.502237
1.904036281,-351.272,9.1184,-14.1942,23.4096,-1.54444,14.4532,-6.86583,10.1485,-2.48531,5.96652,1.13816,0.0830966,-1.49799,-2.59077,1.27205,-2.56604,1.74516,-1.48236,2.93706,-2.32996,1.58295
1.927256236,-183.782,13.2823,-20.4169,28.5916,-4.10278,17.9706,-14.5479,11.6795,-11.4801,5.19894,-2.79223,4.55748,-8.21656,-1.56449,-4.91253,-1.72804,-4.23922,-2.55652,-2.58125,-3.83115,-2.35804
1.950476190,-193.531,4.91209,-19.5202,31.1566,-8.45907,22.4416,-14.9475,17.5497,-16.8453,5.90196,-8.26271,6.64606,-9.39363,2.96293,-5.32192,-0.98256,-5.98387,-2.9181,-3.67796,-3.44548,-1.24698
1.973696145,-216.421,-1.19271,-16.8151,32.4405,-4.73081,22.2097,-14.8119,18.3369,-14.9332,5.80912,-6.83965,8.25826,-9.26844,4.49638,-5.27193,0.928737,-7.41102,-1.30745,-3.30188,-2.92889,-2.81081
1.996916100,-252.234,-3.42669,-17.621,28.3839,-1.73379,17.2102,-13.9275,13.6623,-12.851,7.21935,-7.1014,5.50971,-9.35025,2.50733,-6.68755,2.32943,-4.15826,-1.38079,-3.06955,-2.25142,-0.45365
2.020136054,-268.378,-0.810136,-21.8917,21.5278,-6.39403,14.9359,-10.7681,14.5237,-12.077,5.85313,-6.77164,3.94534,-10.7922,-0.800675,-8.2302,-1.08865,-4.71757,-1.87336,-2.92164,-4.57549,-2.11409
2.043356009,-273.337,7.48635,-21.9961,26.3277,-6.11368,17.2191,-9.43609,12.0628,-10.4051,3.16894,-4.87985,1.78243,-7.85106,-2.64152,-4.0736,-5.21544,-5.67044,-3.28156,-3.16863,-3.87122,-0.428405
2.066575964,-281.47,11.0059,-26.2009,28.9928,-9.6757,14.7778,-13.3502,12.7922,-8.53007,-0.969246,-1.93779,-2.6372,-6.04143,-7.13834,-1.67985,-6.30285,-2.24803,-6.72564,-1.7645,-4.62607,1.60266
2.089795918,-189.309,13.1398,-28.2158,26.0832,-9.39613,8.70377,-14.6663,8.03391,-12.5028,4.20527,-5.54271,2.59204,-5.40205,2.11843,-3.73215,-0.233767,-4.78139,-0.327598,-2.7368,-1.87939,-2.65976
2.113015873,-196.446,12.6703,-19.0347,33.3023,-9.01164,23.3989,-15.545,18.8397,-12.5508,6.9621,-7.72366,6.06475,-6.90661,1.67833,-4.24027,-2.13751,0.222044,-2.99557,-1.3634,-6.40358,0.588424
2.136235828,-211.406,5.45854,-19.5855,34.6227,-7.1345,24.3339,-14.1484,19.752,-13.6298,7.90738,-5.63866,4.82138,-7.12229,0.506165,-3.5081,-2.35599,-2.01571,-4.17223,-0.979536,-5.91942,-0.11634
2.159455782,-246.429,0.491031,-20.1378,31.9703,-5.85823,22.3844,-12.9544,15.7023,-13.6182,5.25363,-8.68725,3.80894,-6.35241,0.72541,-3.08122,-3.06696,-5.11909,-4.55754,-0.0729824,-4.92715,0.59148
2.182675737,-263.792,1.53298,-19.4161,28.7357,-2.98388,19.9608,-12.4756,16.2483,-10.8185,2.83468,-6.07118,5.81875,-8.50499,-2.81381,-4.81812,-1.15293,-1.13053,-0.639519,-1.35596,-3.4024,2.24768
2.205895692,-268.386,5.14527,-20.4448,26.9624,-2.76683,17.0438,-12.2285,12.9526,-11.482,3.57638,-5.50549,3.0922,-6.32585,0.61223,-2.95293,-2.46321,-3.35066,-3.62897,-0.0947737,-0.268455,0.291856
2.229115646,-269.01,9.89791,-22.5963,25.3116,-3.45175,20.3827,-11.425,12.1821,-9.89773,4.76293,-5.09024,2.18899,-6.1361,-1.54781,-3.81146,-4.91092,-5.44176,-2.7294,-3.97557,-3.96081,-1.06943
2.252335601,-273.37,4.96839,-23.8274,23.2212,-5.40273,15.3373,-11.6613,13.3827,-8.31306,4.17886,-5.76663,3.21353,-5.28511,1.16229,-0.972606,-0.171379,-3.32599,-2.9277,-3.38658,-3.72386,-0.383562
2.275555556,-266.507,-1.00215,-15.8355,23.0316,-1.00341,12.3588,-8.0713,11.3972,-8.90702,0.637014,-6.38863,5.08793,-7.02609,-0.00746894,-5.89683,-2.27032,-6.07025,-0.668208,-6.41242,-3.24623,-4.37247
2.298775510,-258.015,-10.2027,-7.22861,20.5892,1.47399,12.4067,-6.2659,11.7811,-7.34138,5.90219,-7.67474,0.630462,-10.248,1.93589,-7.42631,0.136487,-8.9059,2.97117,-4.40102,1.83355,-6.14652
2.321995465,-243.305,15.0093,4.72852,28.5498,2.24885,17.8746,-2.20305,14.8767,-3.19581,6.35181,-4.73022,6.34347,-4.12452,4.19148,-2.83285,4.69337,-3.75749,1.51803,-4.51711,1.84085,-4.34401
